id,title,image_id,artist_display,date_display
145346,"John T. and Evelyn Shaw McCutcheon Apartment, Chicago, Illinois, Design Sketches",933ca0c3-b547-7ca7-0dc4-62d149dca270,"Howard Van Doren Shaw
American, 1869–1926",c. 1924
102166,Composition #4,a0d66a75-2e34-3d17-21a8-0d05aa37962f,"Nicol Allan
American, born 1931",1965
77925,Three Jerusalemites,cca639b0-ff2c-8abe-bad0-76a354714e36,"Abel Pann
Russian, 1883-1963",1913
39560,The Bathers,2eeb2c2e-a35a-2d54-f89b-f4e3ce880780,"William Adolphe Bouguereau (French, 1825–1905)",1884
11907,Campbell Falls,b3f7a703-736f-7c64-58aa-a72c9071c091,"Rudy Pozzatti
American, born 1925",1957
16840,"The Watcher, Tynemouth",a6808add-86d2-bd2a-0c0d-adec7ca85025,"Winslow Homer
American, 1836-1910",1882
95776,Hercules and Antaeus,d8f0f7be-495d-1194-918b-c05df7cca273,"Unknown Artist
Italian, 17th century",n.d.
7441,Alexander Cutting the Gordian Knot,f34938e5-e238-be07-8993-8a268b47f9c0,"After Maturino da Firenze (Italian, 1490-1527/1528)
after Polidoro Caldara, called Polidoro da Caravaggio (Italian, c. 1499-c. 1543)",n.d.
83093,"Three Card Trick, Epsom",5c57946e-cf6a-3d49-f0d7-bd43653a2b58,"Philipp William May
English, 1864-1903",n.d.
85558,Shawl in Folds,f1374e77-7489-58de-f1cf-707995d664c1,"Unknown Artist
British, 19th century",n.d.
159105,Christ on the Cross,e0b07aa2-28b3-6173-fdcf-02c9ac51cf02,"Paul Gauguin, after
French, 1848-1903",after 1895
8034,Saints Augustine and Peter,68ffbc67-05a4-397c-cca3-9da6ab40e017,"Paolo Veneziano (Italian, active 1333–1358/62)
Workshop of Paolo Veneziano (Italian, active 1333–1358/62)",c. 1350
109415,"Objects on Wall, study for Couture, The Bird-Catcher",584aa147-daee-d0f0-5312-d2785e24250c,"Thomas Couture
French, 1815-1879",c. 1857
82157,Two Men Conversing and Gesturing,e0a34325-8224-c797-cff5-3af5e97e0754,"After Raffaello Sanzio, called Raphael
Italian, 1483-1520",18th century
48244,"Frieze with Satyr, Nymph, and Putti",0f21b3bd-ab5f-b4af-3699-afc6157660e7,"Circle of Giovanni Antonio de'Sacchis, called Il Pordenone
Italian, c. 1483-1539",1503/39
105274,"Fort Wayne Fine Arts Center Theater, Fort Wayne, Indiana, Sketches",c1e842b4-73fe-0355-a22f-1271269d88a7,"Louis I. Kahn
American, born Estonia, 1901-1974",1968
180739,Aqua Trace,028047d7-2aba-9719-62fa-0411788527c8,"Carla Arocha
Venezuelan, born 1961",1998
85129,Holy Family,362d4990-bcb8-1684-75a4-37a3f990e8dc,"After Bartolommeo Schedoni
Italian, 1578-1615",after 1611
75582,Affections Offering (Valentine),f70d254b-9bc2-4c20-5867-ab1ad70c0251,"John Windsor
English, 19th century",c. 1850
43051,"Study for a plate from The Triumphs of Temper, in the 1796 Royal Engagements Pocket Book",176722c7-be88-0ae4-a455-cffae2f577a6,"Thomas Stothard
English, 1755-1834",c. 1795
129765,Virgin and Child Appearing to Saint Cajetan of Thiene,59af5f2b-52e1-26fb-9741-74298a724319,"Domenico Maria Canuti
Italian, 1625-1684",1681/82
94017,Greek Island Chios off Turkey Shore,61ec2b07-1588-cbf8-e05d-5353ce9e6d85,"Ivan Albright
American, 1897-1983",1973
29164,Furd,8d306b6d-1108-7a48-4cf1-19e215701f8e,"Peter Saul
American, born 1934",1962
190614,“If he has a gun — Don't stand in front of the china closet!”,330e87ed-1097-e44d-2e09-cd340f3eb2a1,"Al Kaufman
American, born 1917",n.d.
145875,The Bath,4fdb3d35-3bb9-1746-ba22-fcbe0387b0e9,"Suzanne Valadon
French, 1865-1938",1905
97458,Mont Saleve,6236e82e-e3a9-def2-2e1b-a40771e9da05,"John Ruskin
English, 1819-1900",c. 1840
112748,Two Sketches of a Man (recto); Forearm (verso),b9d54f4c-8453-581a-1aa6-24cc6e0f4534,"William Newenham Montague Orpen
Irish, 1878-1931",1898/1922
95951,Hand Pointing and Forearm,3ee8e620-906c-920c-9883-c17f74073ac7,"Antoine Coypel
French, 1661-1722",n.d.
139887,Bishop Saint from an Augustinian altarpiece,6572fa6f-f473-921d-a4bd-d0b97c3d565c,Italian; Venice,1450/75
159465,A Day to Remember,aaac6709-a196-32ec-b5d2-42a0dbdb2e52,"Laura Mosquera
American, born Panama, 1966",2001
64377,Head of a Man,a2d97f04-9f52-9a2a-cc37-2d6e425101d1,"Oskar Kokoschka
English, born Austria, 1886-1980",c. 1960
180823,"From Bold Island, Maine",fb48014a-559a-ce83-7463-bdf5c23eda3b,"John Marin
American, 1870-1953",1923
64193,When the Bonds of Friendship are Strengthened,bb2b8898-fb7b-02a5-fe3d-52bee260e892,"John Tinney McCutcheon
American, 1870-1949",1923
115165,Two Women in a Garden,7263f66c-642d-06ab-de41-755938918ca2,"Attributed to Richard Corbould
English, 1757-1831",1795/97
108886,Two Men at a Table,9da1698b-5545-2b24-1bfc-96c8f8eda281,"Frank Walter Taylor
American, 1874-1921",n.d.
81269,"Niobe's Children, Slain by Apollo and Artemius",7a4a999a-fea7-d815-3058-4007b294d353,"Possibly Bernard Picart (French, 1673-1733)
or after Eustache Le Sueur (French, 1617-1655)",n.d.
117503,Bacchanale,4667a42d-6a3a-ba11-43fb-7be6a678b244,"André Masson
French, 1896-1987",1968
48849,Tramp on a Road with Two Poplar Trees,8fd44cf2-abf5-d7ee-6f6e-c6c6cf585644,"Théophile-Alexandre Pierre Steinlen
French, born Switzerland, 1859-1923",n.d.
210007,Single Horizontal Odalisque Twist #4,358e9a06-d0a3-a50e-5b70-8f4c0c3d6cf3,"Frank Piatek
American, born 1944",1996
83465,Village,9689bfba-5e32-caf8-f0eb-fd731f06915e,"Attributed to Frederick Wilton Litchfield Stockdale
English, 1786-1858",1806/58
14598,The Beach at Sainte-Adresse,95be2572-b53d-8e7b-abc9-10eb48d4fa5d,"Claude Monet (French, 1840–1926)",1867
51256,Identification of Prisoner,99428a2b-75bc-a898-59ac-87cfc74000eb,"Charles Samuel Keene
British, 1823-1891",n.d.
45987,Solicitor and Client,a1d5933d-e463-4208-b492-6083b0d9b65d,"Charles Samuel Keene
British, 1823-1891",1870/91
81156,Minerva Crowned by Rome,6b326ac7-45d9-dc2e-db15-cf8f5b13730d,"Attributed to Noël Coypel (French, 1628-1707)
or style of Pierre Mignard, I (French, 1612-1695)
or another unknown Italian artist (17th century)",n.d.
155205,Untitled,a15bda5b-66d0-09e5-3f5c-5ec7c340d379,"Alfeo Faggi
American, 1885-1966",n.d.
83271,Statue of Seated Girl,6b23f430-df34-4c70-5869-162390d1b003,"John Downman
English, 1750-1824",1774
98031,A la pintura: White 3-6,f30f1b61-3d84-0e49-af79-8bf681b38571,"Robert Motherwell (American, 1915-1991)
published by Universal Limited Art Editions (American, founded 1955)","1969–71, published 1972"
85602,Staubbach in Switzerland Bernese Oberland,d145cef4-c6e1-5740-1c9c-1a3650e6e4bc,"Unknown Artist
British, 18th century",n.d.
85996,Battle before Troy,576fb405-bf1c-5ccc-b678-f3a747702cfd,"After Luca Penni
Italian, 1500/05-1557",n.d.
47370,"Room 18, Virginia City, (Molinelli House)",c9257759-d77a-7ae1-9d92-5cfe04c4ee33,"Thomas Craig
American, born 1908",n.d.
128096,Caisson d'artillerie,c01470cf-6844-7af7-894e-890fd31d561a,"Jean Louis André Théodore Géricault
French, 1791-1824",1818
114835,Adoration of the Magi,7e599502-7d36-0073-9edb-d90f71c492eb,"After Bonifazio de' Pitati, called Bonifazio Veronese
Italian, c. 1487-1553",1827
108809,"Chair Studies, Arm Chair and Tractor Stool, Perspective",1ad636a5-37bc-f618-18b6-6e4ece27750d,"Ludwig Mies van der Rohe
American, born Germany, 1886–1969",c. 1930–1937
129062,Untitled Valentine (Gold Cupid),da6ae8fb-76f9-e553-652d-388334385bd3,"Unknown Artist
American or English, 19th century",c. 1850
150808,Portrait Sketch of a Clown,74c4c7be-7884-067b-90b1-db16b7d0ff3e,"Paul Klee
German, born Switzerland, 1879-1940",1926
154026,"Kenneth Beall Jr. House, Wichita, Kansas, Perspective",3607e298-75bb-4035-dd3b-c5cceb6947c4,"Bruce Alonzo Goff
American, 1904–1982",1960
85567,Sketches of Decorative Architectural Details,f42c316b-0c54-795b-4186-c8d6641d3421,"Unknown Artist
British, 19th century",n.d.
85926,Madonna and Child,afae5f86-9e56-5ea9-8202-2c449b4a6dfd,"After Pierre Mignard I
French, 1612-1695",n.d.
64054,Carrying Shells: Just Before the Battle of Manila,d089fb61-cc3b-c7e3-6e4e-97193be07d25,"John Tinney McCutcheon
American, 1870-1949",1898
81184,Marcus Curtius Pluging into the Abyss,d843cdb9-21ef-6362-99a9-5e319dd41231,"Probably the school of Charles Le Brun (French, 1619-1690)
or possibly Guillaume Courtois (French, 1628-1679)",n.d.
4063,Flight of Celia,ccb6df38-452e-7c6d-5290-d8b717a04096,"Possibly after Polidoro Caldara, called Polidoro da Caravaggio
Italian, c. 1499-c. 1543",n.d.
181693,"""Bear with Hunter's Cap""",564b9d38-66fd-6085-5a2c-38ac002da80d,"Charles Pearson
American, active 20th century",n.d.
85921,Seated Male Nude,e5d8f201-1842-debb-4ed1-deba4bc14d3c,"After Michelangelo Buonarroti
Italian, 1475-1564",n.d.
187831,Shamsa Medallion,ccccb05c-0150-0b53-a04d-b79decb6e391,Iran,16th/17th century
83874,Hilly Landscape with Figures Beside Waterfall,4fa08290-1a65-6e69-66cf-6bf6785c4e2d,"Gerard van Nijmegan
Dutch, 1735-1808",1785
20600,Waterfall,65287f67-e386-964f-b454-3b65aaff9f2d,"Louis Gabriel Moreau
French, 1740-1806",1788
29419,The Marriage of Punchinello's Father,5356c2c6-4701-4716-521a-7261df62e610,"Giovanni Domenico Tiepolo
Italian, 1727-1804",1797/1804
24698,Los Caprichos: Se Repulen,45cfe64a-abb8-28eb-4710-08f814445d47,"James Ensor (Belgian, 1860-1949)
after Francisco José de Goya y Lucientes (Spanish, 1746-1828)",c. 1885
113474,Study for The Trial (recto); Study for The Trial (verso),15da1f57-4e25-71f6-7633-870ad86adecd,"Jack Levine
American, 1915 - 2010",1951/54
127066,The Forest,4f8f592f-f09a-d619-1169-7e73ec9412ff,"George Constant (American, 1892-1978)
published by the Works Progress Administration",1935/42
158142,"Buckingham Memorial Fountain, Chicago, Illinois, Elevation",68b14a38-308a-6eae-c2d1-824a739a331f,"Bennett, Parsons, Frost and Thomas (American, 1914–1944)
Cyrus W. Thomas (American, 20th century)",1923
93801,Showcase Doll,6e5c632f-6481-5dfa-b70d-a6510786b4c6,"Ivan Albright (American, 1897–1983)",1931–32
248753,"West Virginia University Medical Center, View from the West, Morgantown, West Virginia, Presentation Drawing",e36aec75-9b97-013f-04fc-9a840a66480d,"Franz Lipp (American, 1897–1996)
Anthony Wuchterl (American, 1897–1970)
C.E. Silling & Associates (American, 20th Cent.)
Schmidt Garden & Erikson (American, founded 1926)",1953
78961,Head of Woman with Eyes Closed,5af20254-79c8-0da8-f582-a5bfe7d03773,"Sir Edward Burne-Jones
English, 1833-1898",c. 1873–77
237482,"Prentice Laboratory, Madison, Wisconsin, Entrance Perspective",5db53e6b-1d1b-1e01-1e9e-4897d9bacda9,"Franz Lipp
American, born Germany, 1897–1996",1959
215760,"House for Mr. S.W. Allerton, Lake Geneva, Wisconsin: West Elevation",ca5a19d3-5175-a64e-09fb-55ec14596718,"Henry Lord Gay
American, 1844-1921",c. 1884
111629,Self-Portrait,1b5f4407-8dae-f16f-0429-1ccd417edd9b,"Beauford Delaney (American, 1901–1979)",1944
29888,Questing Forest Study #1,a8e60576-d857-1d40-948a-3017b900802a,"Steven Urry
American, 1939-1993",n.d.
155214,"View of the Ponte Rotto, Rome, with Watermills",ca20b7a7-8ae2-3ef5-a603-083332d0d239,"Jan Asselijn
Dutch, c. 1610-1652",late 1630s
86020,Funereal Cartouche with Inscription and Sketches of Skeletons and Ornamental Details,27d052f2-4c76-3885-6c42-643b5a044f12,"Baccio del Bianco
Italian, 1604-1656",1628
59822,"Nuclear I, CH",f56dc4cb-3215-9e1e-2fef-9b9005cd7068,"László Moholy-Nagy
American, born Hungary, 1895–1946",1945
25019,"Three Views of a Nude Woman, Sketches of Hands",d85f52f9-d60a-1485-cccb-892cd18fdfcd,"George Woehrl
American, 20th century",1965
16363,Study,50530ec0-5b7c-6cc6-8c24-579ab836863e,"Jacques Gaston Duchamp Villon
French, 1875-1963",1933
113339,"Sheet of Sketches: Riders, Mermaids and Two Portraits of Young Men",b2cf198e-b140-68cc-fb42-8db0782bb977,"Jean Louis André Théodore Géricault
French, 1791-1824",1813/14
237520,Landscape Design,07e9f435-40f9-af4d-ac90-7f0f61b05e48,"Franz Lipp
American, born Germany, 1897–1996",c. 1930
80971,Triumph of Cybele,9376620b-5d6f-98dd-29f6-838daa0bd048,"Circle of Bernardino Parentino
Italian, c. 1437-1531",n.d.
45517,"Angel in a Historiated Initial ""A"" from an Antiphonary",69579f50-7664-3cc4-31a7-8478935ea66c,"Italian (Rimini)
conservative follower of Neri da Rimini (Italian, active 1300-1338)",1300/10
95801,Standing Girl Holding Basket,bb225943-a2ca-7716-5d50-a5d7ceea4c55,"Unknown Artist
European, 18th century",n.d.
189945,"Little Village Academy, Chicago, Illinois, Clock Tower Studies",66120963-9cc1-b0d4-1bd6-458bef12a843,"Ross Barney + Jankowski, Inc. (American, founded 1981)
Carol Ross Barney (American, born 1949)
Susan Budinsky (Project Manager)
Eric Martin (Construction observation)
Salse Engineering Associates, Inc. (Structural engineers)",1994–1995
23645,The Turkish Rider,c7b5d205-a9dc-d94b-088e-af57f704f6b9,"Eugène Delacroix
French, 1798-1863",c. 1834
45227,Worksheet,775b5c50-12bf-c344-5cde-f577e710c0e4,"Stanley William Hayter
American, born England, 1901-1988",1948
39299,The Ribnitz Gate,e2e9d82e-0e53-f352-00b6-3a18874dd91c,"Lyonel Feininger
American, 1871-1956",1921
217686,Calligraphy Accompanying Xugu's Painting,307424b8-15c6-255f-8057-7839a326fc5c,"Chen Xiuyu 陳脩榆 (Chinese, 1858–1942)","Qing dynasty (1644–1911), 1897"
88377,Seated Figure,03ab08cb-cf6b-f537-4f1b-f950671a1aaf,"Zubel Kachadoorian
American, 1924-2002",1961
103358,"Illinois Institute of Technology Chapel, Chicago, Illinois, Exterior Perspective",01284b33-df53-0498-ebaf-1a14a492b5a9,"Ludwig Mies van der Rohe
American, born Germany, 1886-1969",c. 1949–1952
185761,"Relational Painting, No. 82",a28e4e8f-f072-092a-52f9-b165c97c7a0a,"Fritz Glarner
Swiss, 1899–1972",1957
82077,Statue of Augustus Caesar (recto and verso),1d4710e6-9faf-b047-1bf2-2f543f2b45f1,"Unknown Italian
Late 16th century",n.d. (recto); Late 16th c. (verso)
14402,Burning Incense to Whistler,9758c0f7-af85-f18d-5111-fe450cea388f,"Max Beerbohm
English, 1872-1956",1892/1898
200095,Christ with Pilate,7915dadb-707a-6977-aa95-36dadf070440,"Dominique Papety
French, 1815-1849",n.d.
75496,Le Marquis de Puente-Fuerte,768abe80-88ff-8c9d-27e9-24be12d76bdf,"Jean-Baptiste Perronneau
French, 1715-1783",1761–62
158209,Untitled,d9ead974-5fef-2255-5b50-728f823983f9,"Jean Dubuffet
French, 1901-1985",1964
3941,Design for a Tomb,af6ef41b-1ec0-b1bd-78fa-2bbed403f25b,"School of Francesco Solimena
Italian, 1657-1747",1677/1747
7021,Portrait of Marevna,8cca1b7d-2c6c-5f92-2e9d-6744b0a48aa4,"Diego Rivera (Mexican, 1886–1957)",c. 1915
81918,Conversion of Saint Paul,022b343d-dae9-5fa4-70fd-ffe38bc23f9d,"After Francesco Solimena  (Italian, 1657-1747)
or circle of Francesco de Mura (Italian, 1696-1782)
or Paolo Caliari, called Paolo Veronese (Italian, 1528-1588)",n.d.
112344,"The Charlatan (recto), and Two Standing Figures (verso)",108c1da7-52dd-e42c-eddb-79be2b55fa30,"Gerard ter Borch (Dutch, 1617-1681)
verso Unknown Artist (Dutch, early 18th century)",n.d.
38986,"Remains of the Old Priory and Mathematical School, Christ's Hospital",0d156da4-b563-634b-89bb-ca3cac662b82,"probably Samuel Ireland (English, active 1782-1800)
possibly Charles Tomkins (English, 1757-1823)",n.d.
190286,Untitled,fb38b858-81a5-a2e1-ea41-1f7e37832ade,"Carroll Dunham
American, born 1949",1999
105166,"Young Men's Christian Association, Kenosha, Wisconsin, Presentation Drawing",7f13390b-cb05-f338-0bf5-0fe83922db70,"Chester Howe Walcott 
American, 1883–1947",1928
186405,Hikers climbing up to a Mountain Chalet,94cd3bcb-3e75-95ba-b1dd-b776a1e6cfe9,"Henri Rousseau
French, 1844–1910",c. 1888
76847,"Art Gallery, United Provinces Exhibition, Lucknow, India, Elevation with Plan Outline",42b0f5ae-08f7-409f-d38d-40def86ab72e,"Walter Burley Griffin
American, 1876–1937",1936–1937
3239,At Crossington in Leicestershire,cbd834c1-19ff-137d-026a-8f762988a3e6,"F. Smith
English",c. 1800
85713,Adoration of the Shepherds: Upper Half,a3ce4f1c-ca23-36d3-2a62-d0569af4d8de,"After Giulio Pippi, called Giulio Romano
Italian, c. 1499-1546",16th century
78777,The Intruder,73a12a0f-89fb-bb85-83ae-796573847f67,"Kurt Seligmann
American, born Switzerland, 1900-1962",1946
16435,Two Nude Figures in Motion,bf53f56e-b25f-17af-4d5c-286b1fbd8757,"Mary Frank
American, born England, 1933",n.d.
217930,"860–880 North Lake Shore Drive, Basement Floor Plan, Ventilation",345f3331-caa5-09c3-2281-31c5f0bf1a84,"Ludwig Mies van der Rohe (American, born Germany, 1886–1969)
Associate Architect: Holsman, Holsman, Klekamp and Taylor (American, 20th century)
Associate Architect: Pace Associates (American, 20th century)
Structural Engineer: Frank J. Kornacker (American, active 1940s–1950s)",11/22/1949
110325,Ancient Sarcophagus Relief with the Labors of Hercules,8445e61b-9d2d-8a04-c112-b10d907794c6,"Attributed to Girolamo Sellari, called Girolamo da Carpi
Italian, 1501-1556",n.d.
16544,"Charing Cross Bridge, London",e9179922-f68d-34c5-481d-abf49e046863,"Claude Monet (French, 1840–1926)",1901
115162,Young Girl Reading,0835b035-3830-609d-4fc1-92f95ac413f2,"Elizabeth Murray
English, c. 1815-1882",n.d.
82598,Seated Youth: Study for Flagellation of Saint Andrew,f1335d80-12c7-eb21-4903-84de29c832fb,"Domenichino
Italian, 1581-1641",c. 1608
64454,Advance Guard,265ba7e4-c4cf-b530-0b0a-15b7d18426bb,"Rodolphe Bresdin
French, 1825-1885",n.d.
117410,The Cruel Monument,3cdc150b-ceaf-0e2d-daec-72e753771245,"Leon Golub
American, 1922-2004",1940–43
115201,View Inchkeith and the Firth of Forth Islands from Granton,7f6452f9-a0c8-0cb3-193a-b2a5e16b797c,"Elizabeth Murray
English, c. 1815-1882",September 1844
250421,"Pedmented Window and Stone Wall, Student Drawing",1054ca8a-7213-e131-9aac-269e208bf422,"Joseph Palma, Jr.
American, 1909-1996",c. 1926
198869,A Skirmish Between the Cavalry Officers and Footsoldiers with Bayonets,8aaa53ec-e6a9-46ee-f250-ac830a841296,"Dirk Langendijk
Dutch, 1748-1805",1781
85298,Seated Youth Writing in Book,59b3357f-8c16-ddf8-8122-707bea3c2952,"After Raffaello Sanzio, called Raphael
Italian, 1483-1520",17th/18th century
82982,Company of Painters,f9744174-fb36-f300-8ff9-98c6e5601aea,"Attributed to James Thornhill (English, 1675-1734)
or William Hogarth (English, 1697-1764)",c. 1719
113479,The Eyes of F. Donald Coster,97a00b92-f449-e4f2-ba93-f65851e804ac,"Jack Levine
American, born 1915",c. 1951–54
181706,"Western Homes, House No. IS-4, Highland Park, Illinois, Presentation Drawing",7eeb86d2-f033-8ea8-355f-21498cc3b232,"Lloyd Morgan Yost
American, 1908–1992",c. 1946
84117,Cornelis de Vos,673c4d79-bbc8-7669-8a22-602b5f4a962a,"After Anthony van Dyck 
Flemish, 1599-1641",n.d.
115443,Three Laborers,8c076fb2-117f-9a2e-aaae-a5b3e1ee7c3f,"William Henry Pyne
English, 1769-1843",n.d.
125835,"Chicago Tribune Chicagoland Prize Homes Competition, Prize House Number Twelve, Presentation Drawing",dddb61fd-0cb4-11c6-283d-b1b59776285b,"Frederick E. Sloan (American, c. 1945)
Charles Kemp (American, 20th cen.)",1945
129038,Love is a Star (Valentine),cce0ce6f-e4db-385e-4c11-74ed922d3e29,"Unknown Artist
American or English, 19th century",c. 1840
85683,"Two Putti Seen from the Back, One Writing",2c2ed4b0-5bfb-b495-d9e7-80dd74f49a36,"Unknown Artist
French, 18th century",n.d.
113478,Study for The Trial,6675aa2b-2e78-2d10-d4c8-9dd30696dcb6,"Jack Levine
American, born 1915",c. 1951–54
17095,Landscape,2c4f4312-481e-da5c-c2dd-6142d70e0df0,"Earl W. Stroh
American, born 1924",n.d.
114718,Danans Right to the Crown on Argos Confirmed,03917be1-3256-461b-2514-ab3ed3ead055,"Attributed to Sawrey Gilpin
English, 1733-1807",n.d.
73476,Untitled (Avec quels impossible...),573a79df-ffed-da94-3a43-deffc011340d,"Nancy Spero
American, 1926-2009",1970
112864,Portrait of Orlando di Lasso,68f36dbd-9073-62e3-9e28-62fa2bc6728c,"Probably after Jan Sadeler (Flemish, 1550-1600)
Formerly attributed to Cornelis Visscher (Dutch, c. 1629-1658)",1600s
81734,Standing Draped Male Figure with Raised Right Arm,6bd0d5aa-1a05-3a0a-0cd6-36d1bd2fcc8c,"After Carlo Urbino
Italian, active 1553-1585",n.d.
66426,Anybody Wanna Buy any Dog Food?,26e57930-42f6-1422-9f11-b7a067e138ed,"Richard Aberle Florsheim (American, 1916-1979)
Paul Pinson (French, 20th century)",1956/57
149742,Untitled,a3d26c55-430e-2c80-36ee-7d5fa478cc3a,"Raymond Pettibon
American, born 1957",1998
85249,Three Cherubs Playing around a Rock,c4707d15-b5ad-e715-ee51-0e0ae2c7728f,"Follower of or after Jacob de Wit 
Dutch, 1695-1754",n.d.
82613,A Pope Receiving a Dignitary in a Public Place (recto) Caricatures of Heads (verso),3f7d9c99-4d75-9fbd-b58b-169c19282120,"Federico Zuccaro
Italian, 1540/41-1609",c. 1582
33305,"Lake Placid Near Sebering, Florida",88bbc56d-636f-4134-31c6-1766ddb50879,"Joseph Yoakum
American, 1890-1972",1966
105451,Harlequin Espirit Follet: The Comedian's Repast,734b0237-f6e5-604d-e37d-c58d7356092a,"Claude Gillot
French, 1673-1722",c. 1700–1715
35622,"Fortresses in Tyrol, near Mals (recto); Castle in Lenzburg (verso)",c4480887-5dc4-4d9e-be24-9225a8677002,"John Ruskin
English, 1819-1900",1839/1900
20472,Military Hospital,042364d8-9108-9c63-dffc-1f7a07977cb1,"Eugène Delacroix
French, 1798-1863",c. 1824
81965,Annunciation,865367a1-b5a4-6de4-286e-17382bb9ac9e,"After Andrea Boscoli
Italian, c. 1560-1608",n.d.
237519,Landscape Design,19ff90a3-c9c8-1b87-42c3-5d0e1d07d7e6,"Franz Lipp
American, born Germany, 1897–1996",c. 1930
3520,The Aunt,4049be47-db92-8dbd-bbdd-65fd37e543ff,"Frederick Henry Townsend
English, 1868-1920",1892/1920
155173,Fashion Designs,411c32b7-7714-1471-6e25-9c03a1e339ad,"France, Paris",March 1934
117793,Abstract Composition,8b1003db-9fa6-8ca9-baa4-7a4b1b738687,"Nicolas de Staël
French, born Russia, 1903-1955",1945
85975,Three Large Statues by Algardi and Michelangelo,53da73f0-374e-78d9-76e3-b7615b458346,"Unknown Artist
British, n.d.",19th century
98250,Horse Blinders,446ca2a5-9e6a-40ed-9fbc-c07149f8199f,"James Rosenquist (American, born 1933)
published by Universal Limited Art Editions (American, founded 1955)",1968–69
113824,Seated Figure with Head in Hands and Two Caricatures (recto); Four Figures in a Lunette (verso),2a9cbb55-c512-216d-f2ec-5e44a2082873,"Jean Baptiste Carpeaux
French, 1827-1875",1847/1875
115896,London East End: Sketch in an East End Gin Shop,99aece11-aa19-e1a7-4867-2bf17ae83896,"Philipp William May
English, 1864-1903",1899
117750,Head of a Woman,76e93675-66c8-63b2-2e1b-3dc0a0b5e163,"Henri Matisse
French, 1869-1954",1941
86036,Portico,27b4c36a-754d-1e43-79d2-ae2dcce59822,"Domenico Quaglio II
German, 1787-1837",n.d.
90507,"Eliphalet W. Blatchford House, Chicago, Illinois, LaSalle Street Elevation and Partial Section",461a7c7f-9402-a676-eba2-cd4b714fd68d,"Peter Bonnett Wight
American, 1838-1925",1873/75
20745,Woman Reading,9a32020c-d963-1eff-9b52-55c17ba12da0,"Susanne Suba
American, born Hungary 1913",c. 1940–64
145870,Seated Woman (recto); Study (verso),dab76c76-a6ff-cb67-6f29-011bfe1b14e0,"Pablo Picasso
Spanish, 1881-1973","November 28, 1941 (recto); 1941 (verso)"
112668,Saint Luke,872217ec-f51a-2610-b79d-8037719a97f7,"After Domenichino
Italian, 1581-1641",after 1627
50233,Boats at Anchor,98dce98d-6972-e0d3-b3f3-f1c3b13b76c8,"Attributed to Willem van de Velde, II
Dutch, 1633-1707",n.d.
203517,"Bryan Lathrop House, Chicago, Illinois, Detail",1a0daf8c-a5e0-c97e-d4ca-779724708db3,"McKim, Mead & White
American Firm (1879-1919)",01/30/1892
85010,Judgement of Paris,5574e680-95dc-7cba-e2f6-bf3635c77ffe,"Otto van Veen 
Netherlandish, 1556-1629",n.d.
85897,"Sketches of Various Objects, Including Anchor",5ac0d287-cbed-6be8-74dc-31150fc02435,"Unknown Artist
European, n.d.",n.d.
68371,Study for a Stained Glass Window,0d5de353-8a06-65e4-d37b-3915af5d71a6,"John La Farge
American, 1835-1910",c. 1875
191020,Departure (with the Sled),7df20c5b-aea1-fa11-ae70-aa0b9040ee54,"Richard Oelze
German, 1900-1980",c. 1950
46202,Head of a Young Woman,be8f30a9-c0ec-663d-49ae-167a2e18a66f,"Tsugouharu Foujita
French, born Japan, 1886-1968",n.d.
27642,Landscape with Wayside Cross and Cottages,8c5331a0-7076-8b99-83b0-3ea9c8bbded7,"Thomas Rowlandson
English, 1756-1827",n.d.
85869,Hercules,73698615-bf19-bab9-7c26-845a5e053d35,"Unknown Artist
European, 18th century",n.d.
209556,Der Spiegel 21-10-10,681b0546-555c-6590-771b-38f5558f4bb9,"John Sparagana
American, born 1958",2010
113754,Panoramic Italian Landscape,ebfad602-76ac-26db-c8b4-0c9e9631f716,"Pierre Antoine Mongin
French, 1761/62-1824/27",n.d.
62732,Sketchbook II,fa121229-7a06-8220-5098-223ee57b5033,"Arthur B. Davies
American, 1862-1928",1881
10154,Ascot,ee24e74f-2a20-21c6-76b4-a3458a1a70cf,"Raoul Dufy
French, 1877-1953",1938
220812,Design for Printed Textile,f6dfcd95-46ce-2e01-2702-c93ae12fa3d5,"Fredrica Justina (Freddie) Staack (American, 1903-1967)
France, Paris",1929/34
109457,Four Sketches of Two Women,341c654d-1f06-611c-ebe6-a21daa7995b2,"Jean Baptiste Joseph Wicar
French, 1762-1834",n.d.
38984,"Entrance to the Avenue from Clare Hall Piece, Cambridge",ba709ea4-81aa-0832-1e0c-e0e565113aeb,"William Westall
English, 1781-1850",c. 1830
107111,A la pintura: Black 4,d1e6cdf3-bf86-3206-bfee-8a1e9593d4f2,"Robert Motherwell (American, 1915-1991)
published by Universal Limited Art Editions (American, founded 1955)","1968, published 1972"
151110,"Drawing for ""The Black Hand""",5f924873-27fc-f977-b79f-c6f06fc3a1bf,"George Wesley Bellows
American, 1882-1925",1921
152029,"Monroe House, California, Perspective View",cd316898-0ab3-4a6c-2bbb-2cfe674eb304,"Thomas Gordon Smith
American, born 1948",1986
185879,Sparkle Plenty Welcomes Mr. Kubicek and Mr. Gould,7fb8f24e-7fc6-8492-dac7-75462bb24099,"Chester Gould (American, 1900-1985)
for The Chicago Tribune",1950s
